timestamp,station_id,temperature_C,pressure_hPa,humidity_percent,hour_sin,hour_cos,day_sin,day_cos,day_of_week,month,delta_T_lag1,delta_T_lag3,delta_T_lag6,delta_P_lag1,delta_P_lag3,delta_P_lag6,delta_RH_lag1,delta_RH_lag3,delta_RH_lag6,roll_T_mean_6h,roll_T_std_6h,roll_T_mean_24h,roll_T_std_24h,roll_P_mean_6h,roll_P_std_6h,roll_P_mean_24h,roll_P_std_24h,roll_RH_mean_6h,roll_RH_std_6h,roll_RH_mean_24h,roll_RH_std_24h,expected_T,residual_T,expected_P,residual_P,expected_RH,residual_RH,slope_T_6h,slope_P_6h,slope_RH_6h,neighbor_mean_T,neighbor_mean_P,neighbor_mean_RH,dev_from_neighbor_T,dev_from_neighbor_P,dev_from_neighbor_RH,missing_temp_flag,missing_pressure_flag,missing_humidity_flag,time_gap_min,consecutive_missing
2026-01-01 00:00:00,AWS_01,24.75896864020537,1008.6520938335768,77.24916260045387,0.0,1.0,0.017201575418260506,0.9998520419557735,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,50.0,0
2026-01-01 00:50:00,AWS_01,24.264046655296585,1009.429410435899,76.8269845545772,0.0,1.0,0.017201575418260506,0.9998520419557735,3,1,-0.49492198490878536,,,0.7773166023221165,,,-0.4221780458766773,,,24.75896864020537,,24.75896864020537,,1008.6520938335768,,1008.6520938335768,,77.24916260045387,,77.24916260045387,,24.75896864020537,-0.49492198490878536,1008.6520938335768,0.7773166023221165,77.24916260045387,-0.4221780458766773,,,,21.784848511129514,1004.6354342365465,74.4171316272446,2.4791981441670714,4.793976199352414,2.4098529273325937,0,0,0,50.0,0
2026-01-01 01:40:00,AWS_01,24.111844389361423,1009.2632836747208,80.11176006965772,0.25881904510252074,0.9659258262890683,0.017201575418260506,0.9998520419557735,3,1,-0.15220226593516273,,,-0.16612676117813407,,,3.2847755150805256,,,24.511507647750978,0.34996269168730826,24.511507647750978,0.34996269168730826,1009.0407521347379,0.5496458406308554,1009.0407521347379,0.5496458406308554,77.03807357751553,0.2985249591074839,77.03807357751553,0.2985249591074839,,,,,,,-0.5939063818905461,0.9327799227863822,-0.5066136550520213,21.61597780111046,1004.5010751575144,75.03281858001915,2.495866588250962,4.762208517206432,5.0789414896385665,0,0,0,50.0,0
2026-01-01 02:30:00,AWS_01,24.312524232770496,1009.9383409561374,81.3995906973418,0.49999999999999994,0.8660254037844387,0.017201575418260506,0.9998520419557735,3,1,0.2006798434090733,-0.4464444074348748,,0.6750572814165707,1.2862471225605532,,1.2878306276840732,4.1504280968879215,,24.378286561621128,0.3383496950720739,24.378286561621128,0.3383496950720739,1009.1149293147322,0.4093434220274265,1009.1149293147322,0.4093434220274265,78.06263574156293,1.7871042106149015,78.06263574156293,1.7871042106149015,,,,,,,-0.38827455050636805,0.36671390468633697,1.7175584815223182,21.551905749364415,1005.2459593207295,75.27127161537481,2.7606184834060805,4.692381635407855,6.128319081966978,0,0,0,50.0,0
2026-01-01 03:20:00,AWS_01,24.32042818452041,1009.1821387173476,79.82181580708483,0.7071067811865476,0.7071067811865476,0.017201575418260506,0.9998520419557735,3,1,0.007903951749913318,0.05638152922382389,,-0.7562022387897969,-0.2472717185513602,,-1.5777748902569613,2.9948312525076375,,24.361845979408468,0.2782112777684284,24.361845979408468,0.2782112777684284,1009.3207822250835,0.5302920964636563,1009.3207822250835,0.5302920964636563,78.89687448050765,2.216523870227723,78.89687448050765,2.216523870227723,,,,,,,-0.17898425858877326,0.443113752780517,1.8883271766893264,21.636286988904146,1005.3241542342256,75.27797217518165,2.684141195616263,3.8579844831219816,4.5438436319031865,0,0,0,50.0,0
2026-01-01 04:10:00,AWS_01,24.62571897230877,1009.716671355851,79.6121406037269,0.8660254037844386,0.5000000000000001,0.017201575418260506,0.9998520419557735,3,1,0.30529078778836194,0.5138745829473486,,0.5345326385033786,0.4533876811301525,,-0.2096752033579321,-0.4996194659308202,,24.353562420430855,0.241648966591695,24.353562420430855,0.241648966591695,1009.2930535235362,0.46341308260160985,1009.2930535235362,0.46341308260160985,79.08186274582309,1.96362848879034,79.08186274582309,1.96362848879034,,,,,,,-0.09943240006751868,0.1882824345337046,1.1661495067231857,21.958748235600975,1005.3398127103399,72.62387738389057,2.666970736707796,4.376858645511106,6.988263219836327,0,0,0,50.0,0
2026-01-01 05:00:00,AWS_01,25.67139861300065,1009.4692922938058,79.38298476975757,0.9659258262890683,0.25881904510252074,0.017201575418260506,0.9998520419557735,3,1,1.0456796406918798,1.358874380230155,0.9124299727952803,-0.24737906204518367,-0.4690486623316019,0.8171984602289513,-0.2291558339693296,-2.016605927584223,2.1338221693036985,24.398921845743843,0.24302313312154714,24.398921845743843,0.24302313312154714,1009.3636564955888,0.44912139347495883,1009.3636564955888,0.44912139347495883,79.17024238880705,1.7696144329641612,79.17024238880705,1.7696144329641612,,,,,,,-0.01016310543093877,0.18021016241605223,0.7572759223396124,22.324350926700383,1005.1529594262242,74.31044099985832,3.347047686300268,4.3163328675815364,5.072543769899255,0,0,0,50.0,0
2026-01-01 05:50:00,AWS_01,26.59188442316417,1009.7699595274224,78.7494603161713,0.9659258262890683,0.25881904510252074,0.017201575418260506,0.9998520419557735,3,1,0.9204858101635196,2.2714562386437613,2.3278377678675852,0.30066723361665026,0.5878208100748452,0.340549091523485,-0.6335244535862756,-1.0723554909135373,1.9224757615941002,24.580704241066247,0.5296515308240183,24.580704241066247,0.5296515308240183,1009.3787473239055,0.4119293872648556,1009.3787473239055,0.4119293872648556,79.20063415751427,1.61742954046391,79.20063415751427,1.61742954046391,25.67139861300065,0.9204858101635196,1009.4692922938058,0.30066723361665026,79.38298476975757,-0.6335244535862756,0.15725221489582514,0.12621309699509353,0.500650043298755,23.27161185561582,1005.3185415112572,74.22747345865274,3.3202725675483507,4.451418016165235,4.521986857518556,0,0,0,50.0,0
2026-01-01 06:40:00,AWS_01,26.77389381429116,1009.6765315600252,77.97293290612633,1.0,6.123233995736766e-17,0.017201575418260506,0.9998520419557735,3,1,0.18200939112698933,2.1481748419823887,2.6620494249297373,-0.0934279673972469,-0.04013979582578031,0.4132478853043722,-0.7765274100449631,-1.6392076976005683,-2.1388271635313885,24.8425493529175,0.9324083471746336,24.832101763828483,0.8637480183050147,1009.5384424230263,0.27827412771871346,1009.4276488493451,0.4056795067207601,79.41496240261677,1.4006088158813426,79.1442374273464,1.5059208391220742,,,,,,,0.44639213530369276,0.05194263910532058,0.10810399677288689,23.843380690826205,1005.4669696073056,71.87950159604401,2.930513123464955,4.209561952719582,6.093431310082323,0,0,0,50.0,0
2026-01-01 07:30:00,AWS_01,27.971643778076903,1010.1432461947572,75.27830791899541,0.9659258262890683,-0.25881904510252063,0.017201575418260506,0.9998520419557735,3,1,1.1977499637857427,2.3002451650762517,3.6591195453064067,0.46671463473205677,0.6739539009514601,0.2049052386198582,-2.694624987130922,-4.104676850762161,-6.121282778346384,25.201098947059585,1.1337131715733524,25.047856436102116,1.03525541133878,1009.5737454407587,0.2778115233567339,1009.455302483865,0.3884409748224872,79.57866930998092,1.077377247216666,79.01409248054416,1.4617668218949156,,,,,,,0.5955359607452912,0.051005758926075256,-0.5209531410112415,24.78341315550263,1005.0479075048327,70.16015602659226,3.188230622574274,5.095338689924574,5.118151892403148,0,0,0,50.0,0
